temperature,humidity,smoke_gas_level,flame_detected,label
67.8,38.8,1505,1,Fire Emergency
78.9,43.7,1568,1,Fire Emergency
77.6,15.1,1726,1,Fire Emergency
57.4,37.6,1366,1,Fire Emergency
49.3,20.3,1387,1,Fire Emergency
52,17.7,1497,1,Fire Emergency
71,13.7,2182,0,Fire Emergency
71.1,36.5,2112,1,Fire Emergency
49.1,15.9,1069,1,Fire Emergency
83.5,40.1,1792,1,Fire Emergency
66.3,23.8,1744,1,Fire Emergency
74.6,23.1,1699,0,Fire Emergency
71.3,33.9,1885,1,Fire Emergency
71.5,25.4,960,1,Fire Emergency
59.6,43.1,1806,1,Fire Emergency
84.1,28.5,2077,1,Fire Emergency
53.5,31.2,1695,1,Fire Emergency
71.3,39.7,1348,1,Fire Emergency
69.3,20.5,2190,1,Fire Emergency
67.8,35.2,1913,1,Fire Emergency
64.6,11.1,1329,0,Fire Emergency
84.9,20.2,1378,1,Fire Emergency
49.9,37.2,1088,1,Fire Emergency
51.5,43,1027,1,Fire Emergency
64.5,30.7,1586,1,Fire Emergency
75.5,26.5,1287,1,Fire Emergency
58.5,27.8,943,1,Fire Emergency
62.9,19.3,1917,1,Fire Emergency
51.7,24.7,1228,0,Fire Emergency
52.9,42.7,979,0,Fire Emergency
54.5,43.2,927,1,Fire Emergency
73.2,21.5,1014,1,Fire Emergency
53.1,44.5,1280,0,Fire Emergency
52.6,32.6,1570,1,Fire Emergency
74.4,28.3,1724,1,Fire Emergency
55.4,10.1,1180,1,Fire Emergency
84.8,27.5,2004,1,Fire Emergency
72.6,15.3,1950,1,Fire Emergency
66.2,31.2,2067,1,Fire Emergency
63,24.6,1032,1,Fire Emergency
61.8,22.9,1110,1,Fire Emergency
83.9,38.1,1491,1,Fire Emergency
81.2,18.2,1177,1,Fire Emergency
57,29.9,1760,1,Fire Emergency
74.3,15.7,2048,1,Fire Emergency
64.2,22.1,2166,1,Fire Emergency
52.2,35.8,1483,1,Fire Emergency
74.9,34.6,1638,1,Fire Emergency
61.8,31.8,991,1,Fire Emergency
78.7,36.4,2050,1,Fire Emergency
46.8,21.4,1987,1,Fire Emergency
82.5,14.6,1231,0,Fire Emergency
82.8,33.2,1004,1,Fire Emergency
66.4,41.4,1591,1,Fire Emergency
60.8,13.9,1267,1,Fire Emergency
59.2,40.5,1909,1,Fire Emergency
71.6,41.4,1230,1,Fire Emergency
65,37,1409,0,Fire Emergency
56.1,34.2,1110,1,Fire Emergency
65.4,28.1,1048,1,Fire Emergency
64.3,27.1,1731,1,Fire Emergency
69.9,19.8,1915,1,Fire Emergency
48.7,44.9,1542,1,Fire Emergency
63.9,32.8,1991,1,Fire Emergency
67,32.2,1929,1,Fire Emergency
80.1,30.2,1499,1,Fire Emergency
55.9,13.6,912,1,Fire Emergency
74.4,23.3,1632,1,Fire Emergency
84.9,18.3,1877,1,Fire Emergency
54.2,34.2,1655,1,Fire Emergency
49.6,35.5,1659,1,Fire Emergency
56.1,33.1,1558,1,Fire Emergency
79,44.6,1683,1,Fire Emergency
74,12.6,1118,0,Fire Emergency
46.1,26.3,1953,1,Fire Emergency
55.8,42.8,1928,1,Fire Emergency
62.4,31.5,1856,1,Fire Emergency
81,44.1,2126,1,Fire Emergency
47.1,24.2,2102,1,Fire Emergency
84.8,43.5,2063,1,Fire Emergency
68.8,23.3,2192,1,Fire Emergency
76.1,34,1101,0,Fire Emergency
47.7,39.6,1989,1,Fire Emergency
80.3,12.1,1050,1,Fire Emergency
82.5,40.4,990,1,Fire Emergency
81.9,19.4,1848,1,Fire Emergency
46.8,36.1,1971,1,Fire Emergency
50.9,10.6,2083,1,Fire Emergency
67.9,16.9,2102,1,Fire Emergency
82.7,11.6,2119,1,Fire Emergency
63.4,38.4,1119,1,Fire Emergency
50.4,16.3,2167,0,Fire Emergency
56.6,36.1,1175,1,Fire Emergency
80.6,18.1,1797,1,Fire Emergency
71.1,14.1,1813,1,Fire Emergency
79.5,39.2,1907,1,Fire Emergency
82.5,36.9,1149,1,Fire Emergency
50.4,17.9,1209,1,Fire Emergency
82.3,21.3,1165,1,Fire Emergency
49,33.7,1865,1,Fire Emergency
75.8,39.1,937,1,Fire Emergency
77.3,37.5,1136,1,Fire Emergency
65.3,30.9,1209,1,Fire Emergency
58.7,41.7,2050,1,Fire Emergency
46.5,14.2,1050,1,Fire Emergency
84.5,20.1,2013,1,Fire Emergency
65.3,21.1,1152,1,Fire Emergency
46.1,30.3,1193,0,Fire Emergency
59.9,39.3,1240,1,Fire Emergency
77.3,23,1215,1,Fire Emergency
68.4,39.8,1133,1,Fire Emergency
84.5,24.4,1618,1,Fire Emergency
62.5,30.3,996,0,Fire Emergency
67.5,23.1,2040,1,Fire Emergency
84,43.7,2067,1,Fire Emergency
68.6,31.5,1310,0,Fire Emergency
59.9,19.2,1489,1,Fire Emergency
70.8,39.8,1962,1,Fire Emergency
80.1,43.7,1917,1,Fire Emergency
49.4,21.1,1000,1,Fire Emergency
75.6,15.9,1069,1,Fire Emergency
65.2,18.5,1436,0,Fire Emergency
83.4,37.3,973,1,Fire Emergency
63.9,36.3,1630,0,Fire Emergency
66.4,18.8,1114,1,Fire Emergency
83.3,11.7,1395,1,Fire Emergency
75.5,24.2,1035,1,Fire Emergency
68.7,35.9,1382,1,Fire Emergency
80.5,38.1,1842,1,Fire Emergency
64.4,40.4,1448,1,Fire Emergency
79.1,25.9,1606,1,Fire Emergency
76.9,44.1,1152,1,Fire Emergency
61,38.4,1683,1,Fire Emergency
51.2,22.3,1080,1,Fire Emergency
76.5,29.1,1788,1,Fire Emergency
50.6,38.4,1429,1,Fire Emergency
61.4,24,2143,1,Fire Emergency
46.1,14.9,1533,1,Fire Emergency
78.2,11.2,2034,1,Fire Emergency
65.2,28.1,1924,1,Fire Emergency
53.5,44.2,1158,1,Fire Emergency
50.5,28,1554,1,Fire Emergency
71.5,10.2,1725,0,Fire Emergency
52.4,21.3,2186,1,Fire Emergency
46.9,21.3,1490,1,Fire Emergency
45.7,28.3,1027,1,Fire Emergency
57.9,42.8,935,1,Fire Emergency
64.2,32.2,1177,1,Fire Emergency
75.3,41.3,2052,1,Fire Emergency
69.6,31.9,1007,1,Fire Emergency
80.9,24.8,911,1,Fire Emergency
65.2,29.2,1525,1,Fire Emergency
46.8,39.2,1492,1,Fire Emergency
47.5,23.7,1902,1,Fire Emergency
80.2,42.8,1496,1,Fire Emergency
64.5,23.4,970,1,Fire Emergency
76.8,22.8,1136,1,Fire Emergency
62.5,39,1453,1,Fire Emergency
54.6,29.5,1552,1,Fire Emergency
65.6,12.7,1884,1,Fire Emergency
63.2,28.2,995,1,Fire Emergency
52.2,11.1,1169,1,Fire Emergency
49.9,16.9,1265,1,Fire Emergency
51.6,40.8,1432,1,Fire Emergency
59.7,44.3,1195,1,Fire Emergency
59.7,16.6,992,1,Fire Emergency
61.3,11.1,2123,1,Fire Emergency
80.6,16.1,1128,1,Fire Emergency
52.2,33.9,1871,0,Fire Emergency
57.4,24.2,2003,1,Fire Emergency
51.3,38.5,1119,1,Fire Emergency
66.9,36.2,1234,1,Fire Emergency
50.9,44.6,1198,1,Fire Emergency
79,31.6,1431,1,Fire Emergency
62.9,39.9,1211,1,Fire Emergency
48.6,34.5,1522,0,Fire Emergency
45.8,26.7,1545,1,Fire Emergency
50.3,25.5,1163,0,Fire Emergency
50.3,26.3,2176,1,Fire Emergency
45.8,39.1,1774,1,Fire Emergency
76,30.3,1365,0,Fire Emergency
82.8,32.4,2143,1,Fire Emergency
56,26.8,1575,1,Fire Emergency
51.7,34.5,1773,1,Fire Emergency
58.4,17.7,1184,1,Fire Emergency
55.1,37.1,1195,1,Fire Emergency
76.4,19.4,1424,1,Fire Emergency
70.4,40,1220,1,Fire Emergency
52.3,30.3,1383,1,Fire Emergency
58.7,30.2,904,1,Fire Emergency
65.8,42.6,1169,1,Fire Emergency
81.9,36.1,1932,1,Fire Emergency
76.7,28.3,1182,1,Fire Emergency
69.5,31.1,1431,1,Fire Emergency
59.1,32.8,1048,1,Fire Emergency
54.5,30,2108,1,Fire Emergency
54.3,41.6,1256,1,Fire Emergency
58.2,15.7,1049,1,Fire Emergency
53.7,39.3,1616,1,Fire Emergency
67.7,30.1,1919,1,Fire Emergency
64,44.1,1668,1,Fire Emergency
70.6,25.6,907,1,Fire Emergency
51.8,23,1104,1,Fire Emergency
63.6,21.4,1086,0,Fire Emergency
45.1,37.6,1446,1,Fire Emergency
63.9,17.2,1031,1,Fire Emergency
61.4,26.1,1659,1,Fire Emergency
47,13.1,1462,1,Fire Emergency
79.7,12.6,1164,1,Fire Emergency
84.2,38.7,1913,1,Fire Emergency
80.9,34.2,1442,0,Fire Emergency
45.2,24.8,1281,1,Fire Emergency
72.8,31.1,1311,1,Fire Emergency
51.1,36.7,1637,1,Fire Emergency
79.9,43.6,1811,1,Fire Emergency
79.5,18.1,1588,1,Fire Emergency
82.6,23.2,1972,1,Fire Emergency
49.9,40.7,2158,1,Fire Emergency
45.4,32.1,1061,1,Fire Emergency
76.6,15,1715,0,Fire Emergency
51.7,34.2,1002,1,Fire Emergency
75.9,32.9,1714,1,Fire Emergency
65.3,42.7,1410,1,Fire Emergency
49.7,31,2103,1,Fire Emergency
51.5,21.7,925,1,Fire Emergency
68.9,41.6,1900,1,Fire Emergency
70.4,14.6,1901,1,Fire Emergency
70.6,37.5,1523,1,Fire Emergency
58.3,35,917,1,Fire Emergency
51.1,12.8,1303,1,Fire Emergency
75.1,35.2,2047,1,Fire Emergency
64.4,43.1,987,1,Fire Emergency
73.3,26,1702,1,Fire Emergency
50,10,1406,1,Fire Emergency
81.9,19.1,1958,1,Fire Emergency
80.3,13.7,1503,1,Fire Emergency
63.2,33.2,1796,1,Fire Emergency
68.4,36.4,1567,1,Fire Emergency
46,35.7,2038,1,Fire Emergency
45.8,30.4,1331,1,Fire Emergency
47.6,22.6,1960,1,Fire Emergency
51.8,10.9,1687,1,Fire Emergency
58,36.2,1222,1,Fire Emergency
55.7,33.4,1422,1,Fire Emergency
55.3,15.6,1851,1,Fire Emergency
55.3,33.2,1972,0,Fire Emergency
82.8,28.7,1459,1,Fire Emergency
50,28,1217,1,Fire Emergency
82.2,14.4,1649,1,Fire Emergency
56.6,19.9,1618,1,Fire Emergency
47.3,22.5,1003,1,Fire Emergency
65.3,31.8,1961,1,Fire Emergency
58.3,18,1704,1,Fire Emergency
79,27.8,1461,1,Fire Emergency
66.4,40.2,1209,1,Fire Emergency
68.8,17.5,1170,1,Fire Emergency
65.2,41.7,2151,1,Fire Emergency
48.7,40.7,1365,0,Fire Emergency
69.3,20.5,1895,0,Fire Emergency
68.3,44.6,1476,1,Fire Emergency
73.7,12.6,976,1,Fire Emergency
80.8,23.4,1537,1,Fire Emergency
72.8,16.1,2187,1,Fire Emergency
46.8,42.1,1987,1,Fire Emergency
51,19.4,1330,1,Fire Emergency
71.4,33.6,1242,1,Fire Emergency
79.9,32.5,1226,1,Fire Emergency
74.7,28.6,1964,1,Fire Emergency
61.8,42,2091,1,Fire Emergency
51.3,20.9,2092,1,Fire Emergency
61.7,28.9,1481,0,Fire Emergency
80.5,42.6,2112,1,Fire Emergency
63.6,42.3,1876,1,Fire Emergency
71.3,39.5,1763,1,Fire Emergency
77.4,31.1,931,1,Fire Emergency
50.3,42.9,1781,1,Fire Emergency
59.2,25.5,906,1,Fire Emergency
45,21,1791,1,Fire Emergency
59,17.3,1139,1,Fire Emergency
54.1,22,1637,0,Fire Emergency
73.4,29.6,1010,1,Fire Emergency
76.2,27.6,2056,1,Fire Emergency
55,40.5,1823,1,Fire Emergency
56.5,33.2,2185,1,Fire Emergency
79.5,19.9,1633,1,Fire Emergency
82.1,38.1,1798,1,Fire Emergency
54.5,41.9,2153,1,Fire Emergency
71.3,29.1,1962,1,Fire Emergency
46.5,13,1606,1,Fire Emergency
79.2,40,1397,1,Fire Emergency
67.2,24.9,2043,1,Fire Emergency
69.2,14.6,1616,1,Fire Emergency
53.8,34.8,1232,0,Fire Emergency
76.2,14.3,915,0,Fire Emergency
79.7,42.7,1656,1,Fire Emergency
66.6,25.4,2097,1,Fire Emergency
47.2,18.5,1569,1,Fire Emergency
49.9,24.5,1707,1,Fire Emergency
81.1,34.9,2057,1,Fire Emergency
81.9,29.7,1609,1,Fire Emergency
59.5,19.7,1195,0,Fire Emergency
56.6,40.6,1795,0,Fire Emergency
47.9,32.3,1816,0,Fire Emergency
56.1,28,1307,1,Fire Emergency
65.2,16.1,995,1,Fire Emergency
69.7,22.2,1635,1,Fire Emergency
48.5,18.8,953,1,Fire Emergency
54.3,27.9,2179,1,Fire Emergency
60.6,26.6,1558,1,Fire Emergency
53.6,43.9,1439,1,Fire Emergency
67.2,31,1069,1,Fire Emergency
73.4,34.5,1846,1,Fire Emergency
60.9,37.2,2195,1,Fire Emergency
64.6,16.4,1534,1,Fire Emergency
73.5,24.8,2023,1,Fire Emergency
78.3,31.7,1787,1,Fire Emergency
71.1,23.9,1591,1,Fire Emergency
45.3,11.8,2068,1,Fire Emergency
75.4,41.2,1951,1,Fire Emergency
53.7,12.8,1022,1,Fire Emergency
65.9,32.9,1770,1,Fire Emergency
65.5,18.3,1961,1,Fire Emergency
84.5,27.2,1615,1,Fire Emergency
49.2,23.1,1353,0,Fire Emergency
81.7,29.8,1984,1,Fire Emergency
51.7,42.4,1392,1,Fire Emergency
80.1,26.1,2185,1,Fire Emergency
60,26.4,1936,1,Fire Emergency
58.1,26.7,1571,1,Fire Emergency
83,17.9,964,1,Fire Emergency
68.3,21.4,1958,1,Fire Emergency
65.1,13.7,1459,1,Fire Emergency
66.7,40.6,1031,1,Fire Emergency
54.8,37.3,1183,1,Fire Emergency
56,21.3,1652,1,Fire Emergency
54.9,17.6,1983,1,Fire Emergency
72.8,42.1,1503,1,Fire Emergency
79.4,15.9,2177,1,Fire Emergency
65.7,24.6,1849,1,Fire Emergency
49.5,40.2,1998,1,Fire Emergency
46.3,31.1,972,1,Fire Emergency
59.8,15.1,1401,1,Fire Emergency
55.4,42.2,2076,1,Fire Emergency
70.9,44.9,1118,1,Fire Emergency
64.7,20.3,1969,1,Fire Emergency
70.7,38.1,1584,1,Fire Emergency
80.7,24.3,1073,1,Fire Emergency
47,23.1,1529,1,Fire Emergency
64.1,38.2,928,1,Fire Emergency
51.5,21.7,1094,1,Fire Emergency
66.3,42.1,1377,0,Fire Emergency
55.6,22.4,955,1,Fire Emergency
55,22.8,1357,1,Fire Emergency
46.6,19.2,1066,1,Fire Emergency
48.1,33.8,1688,0,Fire Emergency
45.5,29.5,1546,1,Fire Emergency
62.4,27.2,1096,1,Fire Emergency
84,28.3,1162,1,Fire Emergency
50.9,19.6,966,1,Fire Emergency
62.4,30.5,1042,1,Fire Emergency
59.7,31.4,1650,1,Fire Emergency
45.9,33.4,1387,1,Fire Emergency
72.2,37.7,1636,1,Fire Emergency
74.1,16.6,1597,0,Fire Emergency
61.8,26.8,1555,1,Fire Emergency
53.2,17.1,1610,1,Fire Emergency
51.6,16.8,1771,1,Fire Emergency
53.4,24,1933,1,Fire Emergency
67.9,12.4,1669,1,Fire Emergency
84.3,38.4,2024,1,Fire Emergency
49.7,42.7,1111,1,Fire Emergency
83.3,35.2,1459,0,Fire Emergency
74.5,12.7,1300,0,Fire Emergency
48.3,21.7,1335,1,Fire Emergency
47.6,39.7,1577,1,Fire Emergency
84.9,31.3,907,1,Fire Emergency
84.9,12.6,2083,1,Fire Emergency
68.9,14.7,2191,1,Fire Emergency
69.6,35.7,1755,1,Fire Emergency
46.6,22.7,1900,1,Fire Emergency
75.5,35,935,1,Fire Emergency
48.7,39.4,1430,1,Fire Emergency
74.3,24.9,1335,1,Fire Emergency
56.7,11.3,1903,1,Fire Emergency
82.1,40.9,1142,1,Fire Emergency
77.4,36.9,1367,1,Fire Emergency
48.3,34.5,1341,1,Fire Emergency
72.1,12.3,1064,1,Fire Emergency
48.2,12.7,985,1,Fire Emergency
68.3,40.5,1140,1,Fire Emergency
71.7,33.5,2106,1,Fire Emergency
77,40.1,1310,1,Fire Emergency
83.5,15.3,1344,1,Fire Emergency
52.1,41,1724,0,Fire Emergency
59.2,24.8,966,1,Fire Emergency
65,12.1,1628,1,Fire Emergency
57,32.1,966,1,Fire Emergency
83.8,27.1,2101,1,Fire Emergency
73,11,1181,1,Fire Emergency
78.7,16.6,1943,1,Fire Emergency
60.4,36.6,1400,1,Fire Emergency
73.9,44,1584,1,Fire Emergency
62.7,12.5,2109,1,Fire Emergency
77.8,37.8,1753,1,Fire Emergency
49.5,19.1,2034,1,Fire Emergency
77.4,13.5,1690,1,Fire Emergency
54.1,20,1493,1,Fire Emergency
71.8,27.3,1098,1,Fire Emergency
69.9,39,908,1,Fire Emergency
72,11.2,2128,1,Fire Emergency
49.2,40,1903,0,Fire Emergency
67.3,36.8,1207,0,Fire Emergency
59.9,31.3,933,1,Fire Emergency
57.6,32.2,1435,1,Fire Emergency
51.1,41.8,1289,1,Fire Emergency
65.6,23.2,1581,0,Fire Emergency
81.7,36.7,1598,0,Fire Emergency
76.5,42,2110,1,Fire Emergency
57.6,29,982,0,Fire Emergency
58.2,34.8,2093,1,Fire Emergency
46.9,29.2,1909,1,Fire Emergency
63.8,30,2007,0,Fire Emergency
61.7,35.3,1666,1,Fire Emergency
74.4,27.7,1957,1,Fire Emergency
58.3,38.8,2177,1,Fire Emergency
54.1,18.6,1056,1,Fire Emergency
72.1,43.1,1246,1,Fire Emergency
67.8,26,2143,1,Fire Emergency
84.6,39.3,1408,0,Fire Emergency
69,26.2,1521,1,Fire Emergency
81.5,29.2,1648,1,Fire Emergency
58.1,15.7,1347,1,Fire Emergency
74.2,21.7,1707,1,Fire Emergency
74,14.3,1204,1,Fire Emergency
62.2,21.2,1399,1,Fire Emergency
57.2,12.8,1443,0,Fire Emergency
75.6,15.1,1910,1,Fire Emergency
49.6,39.7,1065,1,Fire Emergency
58.9,32.2,2048,1,Fire Emergency
71.8,11.9,1070,1,Fire Emergency
69.1,26,954,1,Fire Emergency
78.5,25.8,1834,1,Fire Emergency
69.1,30.5,1597,1,Fire Emergency
48.2,43.4,957,1,Fire Emergency
50.3,31.6,1289,1,Fire Emergency
60.5,25.6,1804,1,Fire Emergency
53.3,36.2,1106,1,Fire Emergency
54.6,29.4,1075,1,Fire Emergency
52.5,40.4,2096,1,Fire Emergency
46.5,16.4,1057,1,Fire Emergency
62,41.8,1283,1,Fire Emergency
57.5,39.6,1930,1,Fire Emergency
68.6,11.8,1612,1,Fire Emergency
75.2,43.2,1065,1,Fire Emergency
75.4,15.6,937,1,Fire Emergency
56.7,31.9,1715,1,Fire Emergency
63.1,15.7,1022,1,Fire Emergency
46.4,16.8,1933,0,Fire Emergency
64.8,44.5,1883,1,Fire Emergency
51,15.9,1643,1,Fire Emergency
83.3,36.8,1551,1,Fire Emergency
45.3,12.9,1705,1,Fire Emergency
74.7,36.7,1014,1,Fire Emergency
51.1,11.2,928,1,Fire Emergency
56.3,18.6,998,1,Fire Emergency
75.1,30.4,1366,1,Fire Emergency
55.3,30.9,1624,1,Fire Emergency
52.7,32.8,908,1,Fire Emergency
68.5,33.3,1069,1,Fire Emergency
50,25.3,953,1,Fire Emergency
66.7,39.9,1508,1,Fire Emergency
49.3,42,1936,1,Fire Emergency
83.5,43.5,1153,0,Fire Emergency
48.7,24.8,1694,1,Fire Emergency
61.3,13.7,2112,1,Fire Emergency
66,39.7,961,1,Fire Emergency
75.3,27.3,1279,1,Fire Emergency
81.1,27.3,1775,1,Fire Emergency
53.3,34.7,1690,1,Fire Emergency
49.6,13.1,1273,1,Fire Emergency
77,13.3,1949,1,Fire Emergency
63.2,13.6,1549,1,Fire Emergency
47.2,36.4,1055,1,Fire Emergency
65.2,32.1,1999,1,Fire Emergency
77.3,23.1,1567,1,Fire Emergency
70,20.8,1626,1,Fire Emergency
56.4,22.2,1807,1,Fire Emergency
77.6,35,1238,1,Fire Emergency
77.8,30.7,1691,1,Fire Emergency
46.7,38.4,1727,1,Fire Emergency
84.8,14.4,1461,1,Fire Emergency
60,32.8,1341,1,Fire Emergency
79.4,42,1017,1,Fire Emergency
68,33.6,1833,1,Fire Emergency
66.4,21.9,2137,1,Fire Emergency
61.1,13.9,1358,1,Fire Emergency
64.8,38,1162,0,Fire Emergency
45.9,24.5,1747,0,Fire Emergency
74.6,40,1704,1,Fire Emergency
80.1,24.3,1021,1,Fire Emergency
45.4,14.3,1586,0,Fire Emergency
69.9,28.2,1868,1,Fire Emergency
79.9,14.1,2062,1,Fire Emergency
79.4,28.5,1228,1,Fire Emergency
75.9,13.1,1752,1,Fire Emergency
63,24.9,1620,1,Fire Emergency
55.5,13.3,900,1,Fire Emergency
47.2,17.7,1697,1,Fire Emergency
54.8,21.2,1025,1,Fire Emergency
68.4,25.8,1835,0,Fire Emergency
47.2,12,953,0,Fire Emergency
65.9,43.2,1078,1,Fire Emergency
69.2,35.7,1844,1,Fire Emergency
75.2,28.1,1136,1,Fire Emergency
67.7,12.9,1730,1,Fire Emergency
65.8,11,1017,1,Fire Emergency
65.2,36.8,1495,1,Fire Emergency
62.3,44,1289,1,Fire Emergency
59.8,33.9,1575,1,Fire Emergency
60.3,32.7,2100,1,Fire Emergency
83.3,37.7,1045,1,Fire Emergency
64.7,38.8,1384,1,Fire Emergency
50.5,27.9,1827,1,Fire Emergency
77.5,16.7,1489,1,Fire Emergency
83.7,23.5,1421,1,Fire Emergency
64.7,30.9,1910,1,Fire Emergency
62.4,24.2,1446,1,Fire Emergency
84.9,37.6,1163,0,Fire Emergency
51.4,21.4,1644,1,Fire Emergency
81.6,36.9,1110,1,Fire Emergency
60.8,35.5,1422,0,Fire Emergency
55.3,37.9,1561,1,Fire Emergency
54.2,27.2,1456,0,Fire Emergency
54.9,15.9,1968,1,Fire Emergency
45.5,26.7,2051,1,Fire Emergency
61.2,20.5,1849,1,Fire Emergency
57.3,37.8,1344,1,Fire Emergency
69.7,35.3,1046,1,Fire Emergency
54,35.2,1367,1,Fire Emergency
52.8,39.9,1390,1,Fire Emergency
80.8,18.4,1997,1,Fire Emergency
59.4,17.2,1771,0,Fire Emergency
65.1,17.5,1832,1,Fire Emergency
80.4,12.6,1259,1,Fire Emergency
85,11.8,1698,1,Fire Emergency
63.3,10.7,1629,1,Fire Emergency
60.2,18.1,1905,1,Fire Emergency
77.4,12.1,1113,1,Fire Emergency
49,18.7,1150,1,Fire Emergency
63.2,17.8,2189,1,Fire Emergency
50,22.3,2179,1,Fire Emergency
45.2,33.6,1308,1,Fire Emergency
62.8,19.2,1892,1,Fire Emergency
54.6,42,1135,1,Fire Emergency
72.2,21.8,1066,1,Fire Emergency
62.3,15,1136,1,Fire Emergency
47,29.5,1339,1,Fire Emergency
80.2,14,1732,1,Fire Emergency
47.4,27.8,1341,1,Fire Emergency
46.5,15.5,1552,1,Fire Emergency
81.7,31.8,1009,1,Fire Emergency
56.9,10.7,2094,1,Fire Emergency
47.7,21.1,1528,1,Fire Emergency
48.8,40.2,1774,0,Fire Emergency
51.8,28.9,1363,1,Fire Emergency
58.4,33.7,1251,1,Fire Emergency
70,44.5,1011,1,Fire Emergency
68,12.6,1990,1,Fire Emergency
78.5,24.8,1177,1,Fire Emergency
47.4,32.3,1091,1,Fire Emergency
70.6,15.3,1640,1,Fire Emergency
70.2,28.3,1785,1,Fire Emergency
78.5,22.5,2119,1,Fire Emergency
77,11.9,1379,1,Fire Emergency
59.1,36.3,2097,1,Fire Emergency
82.3,16.6,1697,0,Fire Emergency
64.2,43.6,1266,1,Fire Emergency
71,40.2,2100,1,Fire Emergency
60.7,21.4,1950,1,Fire Emergency
49.3,34.7,1811,1,Fire Emergency
57.3,41.1,2060,1,Fire Emergency
50.5,21.9,1842,1,Fire Emergency
47.2,44.1,1496,1,Fire Emergency
73.6,39.3,1026,1,Fire Emergency
66.5,30.2,1011,1,Fire Emergency
54.6,10.3,1613,0,Fire Emergency
62.4,24.2,1036,1,Fire Emergency
54.9,16.4,1070,1,Fire Emergency
47.1,38.7,904,1,Fire Emergency
56.9,23.9,2011,1,Fire Emergency
54.4,27.5,1703,1,Fire Emergency
61.1,31.6,1961,1,Fire Emergency
54.2,22.5,1742,1,Fire Emergency
69.8,11,2019,1,Fire Emergency
58.6,42.1,1917,1,Fire Emergency
54.5,18.8,1596,1,Fire Emergency
78.7,38.5,1231,1,Fire Emergency
78.4,11.8,1101,1,Fire Emergency
73.9,43.2,1469,1,Fire Emergency
60.6,40.6,1645,1,Fire Emergency
68.6,29.2,1219,1,Fire Emergency
66.4,31,932,1,Fire Emergency
83.3,34.7,1817,1,Fire Emergency
69.6,14.3,2071,0,Fire Emergency
83.5,36.1,1980,1,Fire Emergency
59.5,42.2,1837,1,Fire Emergency
53.1,27.7,1951,1,Fire Emergency
68.7,14.1,2079,1,Fire Emergency
58.7,43.7,1086,1,Fire Emergency
45.2,32.6,1338,1,Fire Emergency
76.5,18.1,2120,1,Fire Emergency
58.9,37.1,1585,1,Fire Emergency
46.8,25.9,1913,1,Fire Emergency
46.7,44.4,1494,1,Fire Emergency
78.2,12.4,1794,1,Fire Emergency
76.7,22.3,1460,1,Fire Emergency
76.9,18.4,948,1,Fire Emergency
84.2,17.5,2172,1,Fire Emergency
61.4,30.5,1943,1,Fire Emergency
84.2,30.7,1980,1,Fire Emergency
84.2,17.3,1716,1,Fire Emergency
58.6,19.2,1451,1,Fire Emergency
65.3,26.6,2016,0,Fire Emergency
83.3,20.8,1489,1,Fire Emergency
77.1,13.5,1330,1,Fire Emergency
74.5,40.7,1706,1,Fire Emergency
64,26.1,1207,1,Fire Emergency
52.2,21.5,1795,1,Fire Emergency
54.5,19.1,963,1,Fire Emergency
73.9,20.2,1551,1,Fire Emergency
77.6,33.7,1086,1,Fire Emergency
59.2,11.4,1368,1,Fire Emergency
50.4,22.8,1325,1,Fire Emergency
55.4,35.3,1797,1,Fire Emergency
68.5,37.8,1761,1,Fire Emergency
46,43.9,1135,1,Fire Emergency
76.4,31.7,1810,1,Fire Emergency
55.4,40.4,1829,1,Fire Emergency
68.9,37.8,1281,1,Fire Emergency
74.3,14,1520,1,Fire Emergency
49,14.7,1318,1,Fire Emergency
45,38.2,2169,1,Fire Emergency
67.8,43,2193,0,Fire Emergency
70.2,31.8,1565,1,Fire Emergency
64.8,43.7,1836,1,Fire Emergency
58.6,33.2,1993,1,Fire Emergency
71,38.6,1270,1,Fire Emergency
62.2,32,1383,1,Fire Emergency
57.7,18,1910,1,Fire Emergency
70.9,22.8,1132,0,Fire Emergency
70.8,16.5,1065,1,Fire Emergency
80,37.5,2042,0,Fire Emergency
56.3,25.6,1636,1,Fire Emergency
60.8,36,1022,1,Fire Emergency
56.8,12,1115,1,Fire Emergency
65.9,27.8,1010,0,Fire Emergency
67.9,28.2,1692,1,Fire Emergency
78.8,31.8,1160,1,Fire Emergency
76.4,35.9,1017,1,Fire Emergency
66.4,28.4,1406,1,Fire Emergency
82.6,20.8,1142,0,Fire Emergency
47.5,31.1,1002,1,Fire Emergency
50.3,21.9,1674,1,Fire Emergency
53,44.8,1496,1,Fire Emergency
49,16.5,1866,1,Fire Emergency
52.1,26.7,1070,1,Fire Emergency
54.9,25.3,2178,1,Fire Emergency
71.1,42.9,2073,1,Fire Emergency
71.7,20.6,1217,1,Fire Emergency
57.9,13.5,2044,0,Fire Emergency
62.7,11.2,1250,1,Fire Emergency
46.1,31.4,2110,1,Fire Emergency
56.3,43.4,971,1,Fire Emergency
76.3,11.2,1793,1,Fire Emergency
52.1,28.4,1858,1,Fire Emergency
69.8,24.8,2101,1,Fire Emergency
62.5,38.9,2097,1,Fire Emergency
75.1,18.6,1957,0,Fire Emergency
57.2,37,2085,1,Fire Emergency
